Customer_ID,Age,Gender,Annual_Income,Credit_Score,City,Employment_Type
C1545,39,Male,1673293,639,Bengaluru,Salaried
C1546,56,Male,634162,749,Pune,Salaried
C1547,32,Male,1004899,770,Bengaluru,Self-Employed
C1548,61,Female,1115129,579,Bengaluru,Self-Employed
C1549,39,Female,1524613,643,Kolkata,Salaried
C1550,32,Female,1304905,642,Kolkata,Salaried
C1551,29,Female,1259583,630,Ahmedabad,Self-Employed
C1552,27,Male,1188806,762,Pune,Salaried
C1553,48,Female,874892,685,Pune,Self-Employed
C1554,34,Male,1544973,680,Hyderabad,Self-Employed
C1555,51,Female,1240899,550,Bengaluru,Self-Employed
C1556,39,Male,1077767,748,Chennai,Self-Employed
C1557,36,Male,1340932,607,Bengaluru,Business
C1558,25,Female,815232,704,Bengaluru,Salaried
C1559,55,Male,384451,721,Pune,Self-Employed
C1560,32,Male,1507176,802,Bengaluru,Self-Employed
C1561,45,Female,735655,602,Delhi,Salaried
C1562,41,Male,1283200,474,Bengaluru,Salaried
C1563,56,Female,583322,714,Delhi,Salaried
C1564,43,Female,1463141,835,Kolkata,Salaried
C1565,36,Female,248008,793,Chennai,Self-Employed
C1566,59,Male,557539,716,Ahmedabad,Business
C1567,65,Male,296492,663,Pune,Salaried
C1568,62,Male,252240,761,Bengaluru,Salaried
C1569,59,Female,1555035,627,Delhi,Business
C1570,34,Male,1166753,736,Delhi,Salaried
C1571,51,Female,905947,738,Kolkata,Salaried
C1572,25,Female,452900,780,Delhi,Self-Employed
C1573,55,Male,641227,850,Ahmedabad,Salaried
C1574,43,Female,1527098,729,Mumbai,Salaried
C1575,49,Male,315327,662,Hyderabad,Salaried
C1576,63,Male,829991,698,Ahmedabad,Salaried
C1577,31,Male,1022981,567,Chennai,Self-Employed
C1578,38,Male,345575,648,Ahmedabad,Salaried
C1579,32,Male,1223445,669,Kolkata,Salaried
C1580,29,Female,1728075,661,Kolkata,Self-Employed
C1581,30,Female,673948,711,Ahmedabad,Business
C1582,64,Female,1535833,638,Bengaluru,Salaried
C1583,37,Male,409189,784,Mumbai,Salaried
C1584,58,Male,578465,700,Bengaluru,Self-Employed
C1585,27,Male,431051,699,Bengaluru,Salaried
C1586,33,Female,1116705,675,Ahmedabad,Salaried
C1587,60,Male,829829,712,Pune,Self-Employed
C1588,62,Female,893936,762,Pune,Business
C1589,29,Female,1740354,635,Pune,Business
C1590,47,Male,960641,651,Mumbai,Self-Employed
C1591,22,Male,451830,677,Bengaluru,Self-Employed
C1592,25,Female,1734205,599,Hyderabad,Salaried
C1593,49,Male,495507,639,Chennai,Self-Employed
C1594,57,Female,539687,664,Pune,Salaried
C1595,58,Male,1404491,766,Pune,Salaried
C1596,39,Male,634179,720,Kolkata,Self-Employed
C1597,28,Female,1210596,715,Bengaluru,Self-Employed
C1598,65,Male,222828,764,Bengaluru,Salaried
C1599,21,Female,1015036,690,Mumbai,Business
C1600,42,Male,452670,729,Mumbai,Salaried
C1601,37,Female,1254168,692,Pune,Salaried
C1602,27,Female,471126,720,Bengaluru,Salaried
C1603,45,Male,966639,656,Hyderabad,Self-Employed
C1604,65,Female,1460617,517,Chennai,Self-Employed
C1605,24,Male,1579453,690,Ahmedabad,Salaried
C1606,56,Male,934296,807,Bengaluru,Self-Employed
C1607,26,Male,304982,769,Kolkata,Salaried
C1608,51,Female,1485487,772,Ahmedabad,Self-Employed
C1609,39,Female,1297195,793,Bengaluru,Salaried
C1610,64,Male,488623,707,Delhi,Salaried
C1611,59,Male,1730219,715,Mumbai,Business
C1612,47,Female,1379751,654,Kolkata,Salaried
C1613,30,Male,350963,676,Chennai,Salaried
C1614,46,Male,1370402,746,Pune,Self-Employed
C1615,39,Female,1047869,790,Kolkata,Business
C1616,59,Male,1327116,690,Bengaluru,Salaried
C1617,23,Female,1039414,666,Pune,Salaried
C1618,65,Male,366994,700,Bengaluru,Salaried
C1619,33,Female,490375,745,Pune,Salaried
C1620,48,Male,209301,592,Chennai,Salaried
C1621,40,Male,1451300,528,Mumbai,Self-Employed
C1622,48,Female,1742579,659,Chennai,Business
C1623,28,Male,1224327,608,Delhi,Salaried
C1624,61,Female,373783,662,Hyderabad,Salaried
C1625,59,Male,198752,689,Mumbai,Salaried
C1626,21,Female,1195416,666,Chennai,Salaried
C1627,23,Female,917565,809,Delhi,Business
C1628,33,Female,848755,725,Hyderabad,Salaried
C1629,48,Female,397029,723,Delhi,Salaried
C1630,45,Male,1087669,747,Bengaluru,Self-Employed
C1631,53,Male,1284849,615,Ahmedabad,Salaried
C1632,58,Female,1487079,778,Bengaluru,Self-Employed
C1633,26,Female,1348544,694,Pune,Salaried
C1634,64,Female,557844,750,Mumbai,Business
C1635,65,Male,190699,620,Bengaluru,Business
C1636,52,Male,1424709,583,Kolkata,Self-Employed
C1637,65,Male,714003,761,Delhi,Business
C1638,41,Male,1247745,728,Mumbai,Salaried
C1639,36,Female,698652,632,Ahmedabad,Salaried
C1640,41,Female,298413,635,Kolkata,Self-Employed
C1641,31,Female,1496502,784,Bengaluru,Self-Employed
C1642,57,Male,1751564,611,Pune,Salaried
C1643,56,Male,1353057,823,Chennai,Salaried
C1644,55,Male,395400,632,Pune,Salaried
C1645,39,Female,1212532,748,Kolkata,Salaried
C1646,40,Female,739873,675,Hyderabad,Salaried
C1647,38,Male,1407512,745,Bengaluru,Self-Employed
C1648,61,Female,572136,659,Kolkata,Salaried
C1649,34,Male,1676906,688,Hyderabad,Salaried
C1650,35,Male,569954,703,Hyderabad,Self-Employed
C1651,51,Female,218067,625,Delhi,Self-Employed
C1652,21,Male,198073,756,Mumbai,Business
C1653,23,Female,216035,662,Delhi,Self-Employed
C1654,36,Male,1424625,683,Bengaluru,Salaried
C1655,43,Female,413782,625,Hyderabad,Business
C1656,31,Female,794661,508,Ahmedabad,Salaried
C1657,32,Female,794805,686,Kolkata,Salaried
C1658,30,Male,1763246,850,Chennai,Self-Employed
C1659,52,Male,906331,759,Hyderabad,Business
C1660,36,Female,1686404,699,Kolkata,Salaried
C1661,28,Female,241929,680,Ahmedabad,Salaried
C1662,58,Male,937771,702,Chennai,Salaried
C1663,32,Male,1065296,741,Delhi,Salaried
C1664,44,Male,847689,611,Delhi,Salaried
C1665,48,Female,960965,784,Mumbai,Self-Employed
C1666,28,Male,467313,754,Kolkata,Salaried
C1667,48,Male,267468,754,Hyderabad,Business
C1668,56,Female,1263170,733,Pune,Self-Employed
C1669,46,Male,371703,701,Delhi,Self-Employed
C1670,28,Male,1273609,750,Delhi,Business
C1671,48,Male,1170669,744,Mumbai,Salaried
C1672,48,Female,1302437,673,Chennai,Salaried
C1673,57,Female,887650,657,Mumbai,Self-Employed
C1674,61,Female,473894,708,Ahmedabad,Business
C1675,56,Female,1793325,816,Hyderabad,Self-Employed
C1676,47,Female,1695592,607,Kolkata,Salaried
C1677,37,Female,1306798,590,Bengaluru,Business
C1678,29,Female,816308,712,Bengaluru,Salaried
C1679,53,Male,973153,704,Kolkata,Business
C1680,40,Male,724897,713,Chennai,Business
C1681,33,Female,1432557,718,Ahmedabad,Salaried
C1682,48,Male,284211,683,Delhi,Self-Employed
C1683,49,Male,1414897,812,Chennai,Salaried
C1684,33,Female,1670687,580,Delhi,Salaried
C1685,55,Male,667689,638,Delhi,Salaried
C1686,26,Male,1103160,692,Bengaluru,Self-Employed
C1687,38,Male,1040952,577,Chennai,Business
C1688,25,Male,1685532,687,Ahmedabad,Self-Employed
C1689,45,Male,1030741,825,Mumbai,Salaried
C1690,22,Female,1258560,702,Delhi,Business
C1691,30,Female,1234477,717,Pune,Business
C1692,50,Female,342624,605,Pune,Salaried
C1693,65,Male,1450893,654,Mumbai,Business
C1694,25,Female,1521775,672,Pune,Salaried
C1695,53,Male,873045,676,Hyderabad,Business
C1696,21,Male,1171469,796,Delhi,Salaried
C1697,38,Male,325788,742,Mumbai,Salaried
C1698,52,Male,818387,617,Chennai,Salaried
C1699,31,Female,715426,718,Delhi,Self-Employed
C1700,41,Female,870658,737,Mumbai,Salaried
C1701,46,Male,1148616,786,Bengaluru,Salaried
C1702,45,Female,203429,819,Ahmedabad,Self-Employed
C1703,42,Male,1430956,624,Chennai,Business
C1704,47,Female,1670036,639,Ahmedabad,Salaried
C1705,33,Female,952577,606,Bengaluru,Salaried
C1706,53,Male,1473703,682,Delhi,Salaried
C1707,54,Female,1067700,735,Chennai,Salaried
C1708,61,Male,1245923,774,Ahmedabad,Business
C1709,55,Female,736110,694,Pune,Business
C1710,21,Male,1144163,676,Ahmedabad,Self-Employed
C1711,41,Male,1792972,711,Mumbai,Salaried
C1712,26,Female,1095387,637,Delhi,Self-Employed
C1713,48,Female,1710891,850,Hyderabad,Self-Employed
C1714,37,Male,187967,579,Ahmedabad,Business
C1715,25,Female,1764735,714,Chennai,Self-Employed
C1716,51,Female,405371,850,Chennai,Self-Employed
C1717,25,Male,1437100,701,Kolkata,Self-Employed
C1718,58,Male,1393261,686,Ahmedabad,Salaried
C1719,23,Female,732467,673,Delhi,Business
C1720,43,Male,431537,686,Delhi,Salaried
C1721,57,Male,1021531,803,Bengaluru,Self-Employed
C1722,57,Male,1788126,534,Kolkata,Salaried
C1723,30,Female,1044645,815,Ahmedabad,Self-Employed
C1724,30,Female,1608127,593,Pune,Self-Employed
C1725,39,Male,1115772,680,Bengaluru,Salaried
C1726,37,Female,651082,668,Kolkata,Salaried
C1727,41,Male,240545,744,Ahmedabad,Self-Employed
C1728,34,Female,1463131,580,Ahmedabad,Self-Employed
C1729,29,Male,403894,735,Bengaluru,Salaried
C1730,21,Male,907506,850,Pune,Salaried
C1731,65,Female,1169470,598,Kolkata,Self-Employed
C1732,33,Male,1530642,714,Ahmedabad,Salaried
C1733,24,Female,1795777,650,Ahmedabad,Salaried
C1734,21,Female,1587753,732,Kolkata,Salaried
C1735,60,Male,1595512,701,Hyderabad,Salaried
C1736,52,Male,430497,652,Bengaluru,Salaried
C1737,54,Female,1153181,737,Bengaluru,Salaried
C1738,48,Male,1199658,835,Chennai,Salaried
C1739,51,Male,1671633,686,Pune,Salaried
C1740,28,Male,881692,754,Mumbai,Salaried
C1741,59,Male,1713854,603,Hyderabad,Salaried
C1742,46,Male,1086295,628,Kolkata,Salaried
C1743,54,Female,1384680,735,Kolkata,Business
C1744,23,Female,873206,811,Kolkata,Salaried
C1745,32,Male,1273512,727,Hyderabad,Salaried
C1746,21,Male,865154,677,Ahmedabad,Salaried
C1747,64,Male,1430632,700,Kolkata,Salaried
C1748,25,Female,405469,606,Kolkata,Self-Employed
C1749,50,Male,1256717,745,Pune,Self-Employed
C1750,50,Female,317478,766,Delhi,Business
C1751,37,Female,1325935,666,Delhi,Self-Employed
C1752,43,Female,1089711,665,Chennai,Business
C1753,35,Male,1382939,720,Chennai,Salaried
C1754,57,Female,1794432,667,Kolkata,Salaried
C1755,41,Male,801827,695,Pune,Salaried
C1756,34,Female,1799715,850,Kolkata,Salaried
C1757,22,Male,673158,681,Chennai,Salaried
C1758,31,Female,203312,673,Hyderabad,Self-Employed
C1759,59,Male,1140612,651,Hyderabad,Salaried
C1760,58,Female,607387,756,Ahmedabad,Business
C1761,54,Male,614995,686,Mumbai,Business
C1762,58,Male,1729107,651,Delhi,Salaried
C1763,54,Male,978843,799,Pune,Salaried
C1764,38,Male,1724613,806,Bengaluru,Salaried
C1765,50,Female,1477638,655,Delhi,Salaried
C1766,35,Female,1023441,560,Bengaluru,Salaried
C1767,47,Male,1637214,776,Mumbai,Salaried
C1768,54,Female,615684,649,Mumbai,Salaried
C1769,58,Male,1785235,759,Kolkata,Salaried
C1770,53,Male,237022,552,Chennai,Business
C1771,44,Female,513373,767,Mumbai,Self-Employed
C1772,35,Male,1327647,609,Mumbai,Business
C1773,50,Male,1410844,755,Bengaluru,Salaried
C1774,62,Female,1177858,701,Chennai,Salaried
C1775,37,Male,538918,628,Mumbai,Self-Employed
C1776,25,Male,669626,669,Delhi,Salaried
C1777,49,Male,468859,751,Ahmedabad,Salaried
C1778,24,Male,994037,708,Mumbai,Self-Employed
C1779,30,Female,735462,744,Ahmedabad,Self-Employed
C1780,37,Female,1107460,848,Chennai,Salaried
C1781,30,Female,1726236,583,Kolkata,Salaried
C1782,37,Male,1304949,821,Pune,Salaried
C1783,40,Male,1421597,708,Chennai,Salaried
C1784,44,Female,373718,633,Bengaluru,Salaried
C1785,25,Male,774305,600,Pune,Salaried
C1786,54,Male,243037,686,Delhi,Salaried
C1787,26,Male,710836,769,Hyderabad,Business
C1788,22,Male,821269,690,Ahmedabad,Self-Employed
C1789,33,Female,1462789,813,Ahmedabad,Self-Employed
C1790,63,Female,384366,591,Ahmedabad,Salaried
C1791,63,Female,682420,699,Chennai,Salaried
C1792,31,Male,334249,606,Ahmedabad,Salaried
C1793,43,Female,1514742,727,Kolkata,Salaried
C1794,36,Female,1218199,767,Ahmedabad,Salaried
C1795,51,Male,840902,668,Bengaluru,Self-Employed
C1796,31,Male,1450660,505,Delhi,Self-Employed
C1797,36,Female,1718112,715,Ahmedabad,Salaried
C1798,28,Female,1289004,733,Ahmedabad,Salaried
C1799,24,Female,1550073,730,Pune,Business
C1800,60,Female,1416180,793,Delhi,Salaried
C1801,24,Male,720340,620,Ahmedabad,Salaried
C1802,45,Female,1329265,751,Chennai,Salaried
C1803,23,Female,882436,789,Mumbai,Self-Employed
C1804,52,Male,626636,567,Kolkata,Business
C1805,23,Female,836031,724,Chennai,Salaried
C1806,47,Male,442307,662,Hyderabad,Business
C1807,49,Male,1532144,694,Chennai,Business
C1808,52,Male,1731330,726,Pune,Salaried
C1809,39,Female,1151248,663,Pune,Salaried
C1810,41,Female,643547,649,Ahmedabad,Salaried
C1811,25,Male,583850,703,Chennai,Business
C1812,38,Female,1364446,618,Pune,Salaried
C1813,48,Female,1513140,619,Mumbai,Self-Employed
C1814,62,Male,690259,751,Delhi,Salaried
C1815,42,Male,1520020,614,Chennai,Self-Employed
C1816,41,Female,1239325,750,Kolkata,Salaried
C1817,26,Male,808419,735,Mumbai,Self-Employed
C1818,21,Female,1528207,571,Ahmedabad,Business
C1819,25,Female,405019,649,Delhi,Business
C1820,61,Female,1655153,790,Kolkata,Business
C1821,32,Female,777218,626,Ahmedabad,Salaried
C1822,46,Male,1519100,665,Kolkata,Self-Employed
C1823,54,Male,997052,735,Ahmedabad,Salaried
C1824,34,Male,1485129,759,Kolkata,Salaried
C1825,46,Male,1677108,681,Delhi,Salaried
C1826,65,Female,899401,655,Mumbai,Salaried
C1827,47,Female,1608080,807,Kolkata,Salaried
C1828,29,Male,1281928,830,Kolkata,Business
C1829,46,Female,604127,773,Bengaluru,Salaried
C1830,42,Female,1392432,706,Chennai,Self-Employed
C1831,50,Female,183191,639,Delhi,Salaried
C1832,63,Male,808864,638,Ahmedabad,Salaried
C1833,37,Male,1424289,739,Delhi,Salaried
C1834,46,Male,622939,731,Pune,Business
C1835,56,Female,1232207,805,Ahmedabad,Business
C1836,21,Male,1365820,749,Delhi,Business
C1837,28,Male,484224,587,Mumbai,Business
C1838,55,Male,400169,779,Ahmedabad,Salaried
C1839,35,Male,794641,625,Ahmedabad,Salaried
C1840,42,Male,1642073,671,Delhi,Self-Employed
C1841,34,Male,732959,719,Ahmedabad,Salaried
C1842,46,Female,401972,850,Bengaluru,Salaried
C1843,48,Female,1618454,850,Chennai,Salaried
C1844,43,Male,928321,746,Ahmedabad,Self-Employed
C1845,34,Male,688679,686,Chennai,Self-Employed
C1846,44,Female,601818,740,Delhi,Salaried
C1847,22,Female,884590,767,Kolkata,Salaried
C1848,65,Male,1171120,676,Hyderabad,Self-Employed
C1849,46,Male,1235675,835,Hyderabad,Self-Employed
C1850,34,Male,1647223,717,Kolkata,Salaried
C1851,27,Male,760780,737,Kolkata,Self-Employed
C1852,23,Female,1325298,750,Kolkata,Salaried
C1853,43,Male,1145188,732,Mumbai,Salaried
C1854,63,Male,734399,763,Hyderabad,Self-Employed
C1855,65,Male,243936,654,Kolkata,Self-Employed
C1856,38,Male,403332,658,Mumbai,Salaried
C1857,58,Female,905836,617,Pune,Self-Employed
C1858,55,Female,1551640,733,Ahmedabad,Self-Employed
C1859,35,Female,667510,758,Mumbai,Self-Employed
C1860,45,Male,243530,734,Hyderabad,Self-Employed
C1861,57,Male,1658016,826,Delhi,Self-Employed
C1862,48,Female,1498508,700,Pune,Salaried
C1863,30,Male,1780946,750,Hyderabad,Salaried
C1864,59,Male,1376179,618,Ahmedabad,Salaried
C1865,37,Female,1054772,671,Mumbai,Salaried
C1866,59,Female,1142361,752,Bengaluru,Self-Employed
C1867,42,Female,321214,764,Chennai,Salaried
C1868,46,Female,819341,678,Ahmedabad,Salaried
C1869,64,Male,583082,695,Hyderabad,Salaried
C1870,45,Male,381139,586,Kolkata,Salaried
C1871,37,Female,1208494,673,Mumbai,Salaried
C1872,33,Male,1201318,767,Kolkata,Self-Employed
C1873,40,Female,829714,743,Kolkata,Salaried
C1874,45,Female,768315,738,Kolkata,Self-Employed
C1875,24,Male,1679698,704,Kolkata,Business
C1876,30,Female,1387786,701,Kolkata,Salaried
C1877,23,Male,272601,650,Pune,Salaried
C1878,61,Male,1258532,752,Hyderabad,Salaried
C1879,65,Male,1466916,732,Ahmedabad,Self-Employed
C1880,38,Male,809085,737,Hyderabad,Self-Employed
C1881,56,Female,1092735,661,Ahmedabad,Salaried
C1882,42,Male,1698087,538,Chennai,Salaried
C1883,54,Female,601486,782,Mumbai,Business
C1884,28,Female,783103,664,Bengaluru,Salaried
C1885,60,Female,219279,635,Pune,Salaried
C1886,64,Female,551931,752,Mumbai,Business
C1887,39,Male,328702,671,Pune,Self-Employed
C1888,62,Male,1289639,779,Ahmedabad,Business
C1889,61,Female,953887,746,Hyderabad,Self-Employed
C1890,57,Female,1482887,751,Kolkata,Business
C1891,26,Male,832184,598,Chennai,Salaried
C1892,46,Female,625377,791,Chennai,Self-Employed
C1893,54,Male,1718510,720,Delhi,Business
C1894,65,Female,699089,672,Bengaluru,Self-Employed
C1895,26,Male,926434,711,Chennai,Salaried
C1896,57,Female,1437008,567,Kolkata,Salaried
C1897,53,Female,362051,731,Hyderabad,Salaried
C1898,42,Male,1326237,623,Bengaluru,Salaried
C1899,41,Female,1123693,599,Ahmedabad,Salaried
C1900,26,Female,1681352,586,Mumbai,Self-Employed
C1901,26,Male,1699832,783,Ahmedabad,Self-Employed
C1902,24,Female,303257,653,Kolkata,Salaried
C1903,50,Male,1159062,815,Kolkata,Self-Employed
C1904,31,Male,1497630,660,Chennai,Salaried
C1905,50,Female,1155217,572,Bengaluru,Salaried
C1906,51,Female,1787828,616,Hyderabad,Salaried
C1907,44,Female,1183171,793,Ahmedabad,Salaried
C1908,29,Female,1647019,688,Delhi,Salaried
C1909,23,Female,1103482,659,Ahmedabad,Salaried
C1910,51,Female,983585,712,Pune,Salaried
C1911,60,Female,1550485,738,Pune,Business
C1912,57,Male,934444,784,Hyderabad,Salaried
C1913,56,Female,1791935,809,Hyderabad,Self-Employed
C1914,44,Male,292990,673,Pune,Self-Employed
C1915,51,Female,1298095,601,Delhi,Self-Employed
C1916,26,Female,1238079,669,Bengaluru,Business
C1917,22,Male,1420351,720,Pune,Salaried
C1918,40,Female,1161883,628,Hyderabad,Salaried
C1919,48,Female,893226,628,Chennai,Business
C1920,31,Male,1376553,726,Mumbai,Salaried
C1921,24,Female,1798702,696,Delhi,Self-Employed
C1922,35,Female,1680071,702,Kolkata,Self-Employed
C1923,26,Female,206806,643,Delhi,Self-Employed
C1924,50,Male,1404648,683,Chennai,Business
C1925,58,Female,595384,631,Chennai,Business
C1926,22,Female,250119,767,Kolkata,Self-Employed
C1927,35,Female,1413741,778,Ahmedabad,Salaried
C1928,31,Female,809720,562,Hyderabad,Business
C1929,28,Male,650641,630,Pune,Salaried
C1930,46,Male,1059381,588,Ahmedabad,Salaried
C1931,65,Female,1699603,651,Bengaluru,Business
C1932,64,Female,587507,694,Delhi,Salaried
C1933,25,Male,1043403,591,Kolkata,Salaried
C1934,26,Male,1059903,631,Delhi,Salaried
C1935,46,Female,1065421,625,Ahmedabad,Business
C1936,24,Male,264080,716,Chennai,Salaried
C1937,39,Female,1481367,705,Pune,Self-Employed
C1938,40,Male,1158836,646,Delhi,Salaried
C1939,53,Male,1306370,713,Bengaluru,Self-Employed
C1940,40,Male,472985,659,Chennai,Self-Employed
C1941,32,Male,304447,680,Bengaluru,Salaried
C1942,21,Female,300029,826,Pune,Salaried
C1943,46,Male,359830,801,Delhi,Salaried
C1944,34,Male,1736518,603,Mumbai,Business
C1945,58,Female,1566992,762,Ahmedabad,Self-Employed
C1946,57,Male,741931,761,Delhi,Business
C1947,31,Male,486094,614,Ahmedabad,Salaried
C1948,56,Female,1416497,761,Pune,Self-Employed
C1949,33,Male,1591220,815,Delhi,Self-Employed
C1950,63,Female,863404,616,Ahmedabad,Self-Employed
C1951,23,Female,1727261,631,Kolkata,Business
C1952,53,Female,567732,776,Ahmedabad,Salaried
C1953,26,Female,1768861,720,Delhi,Salaried
C1954,30,Male,1046183,741,Hyderabad,Self-Employed
C1955,25,Female,802893,726,Delhi,Self-Employed
C1956,43,Male,1021965,729,Delhi,Self-Employed
C1957,30,Male,524710,601,Ahmedabad,Salaried
C1958,64,Male,812543,779,Bengaluru,Salaried
C1959,22,Male,964586,788,Mumbai,Salaried
C1960,33,Male,1191967,683,Bengaluru,Salaried
C1961,60,Male,631157,697,Ahmedabad,Self-Employed
C1962,22,Male,1286581,585,Bengaluru,Self-Employed
C1963,40,Male,1445898,739,Chennai,Salaried
C1964,21,Male,1418360,743,Hyderabad,Salaried
C1965,57,Male,1796405,695,Bengaluru,Salaried
C1966,29,Female,203387,784,Kolkata,Salaried
C1967,37,Female,1060412,675,Pune,Self-Employed
C1968,29,Female,1314033,742,Kolkata,Business
C1969,31,Male,324129,624,Pune,Salaried
C1970,35,Female,1208308,698,Delhi,Self-Employed
C1971,44,Female,497875,687,Chennai,Business
C1972,58,Female,1408337,717,Hyderabad,Business
C1973,55,Male,748926,672,Kolkata,Salaried
C1974,50,Male,664814,690,Hyderabad,Business
C1975,51,Male,1406134,762,Kolkata,Salaried
C1976,25,Male,1773431,667,Delhi,Salaried
C1977,64,Female,602955,580,Pune,Salaried
C1978,34,Female,1599541,831,Mumbai,Salaried
C1979,31,Female,1232330,804,Chennai,Salaried
C1980,29,Female,1779908,603,Kolkata,Salaried
C1981,54,Male,247260,752,Kolkata,Salaried
C1982,32,Male,1295488,662,Delhi,Business
C1983,55,Male,436695,720,Chennai,Business
C1984,55,Female,712994,722,Pune,Salaried
C1985,21,Male,975326,682,Pune,Business
C1986,60,Male,526130,641,Kolkata,Business
C1987,42,Female,1048374,648,Mumbai,Self-Employed
C1988,49,Female,209725,631,Mumbai,Salaried
C1989,28,Male,1365574,638,Hyderabad,Self-Employed
C1990,31,Male,284555,695,Chennai,Business
C1991,61,Male,441486,646,Chennai,Self-Employed
C1992,57,Male,975928,751,Pune,Salaried
C1993,34,Male,1068036,812,Hyderabad,Salaried
C1994,50,Male,1054631,656,Delhi,Self-Employed
C1995,55,Female,745609,718,Chennai,Salaried
C1996,41,Female,413103,737,Hyderabad,Salaried
C1997,57,Female,1162599,735,Hyderabad,Salaried
C1998,25,Male,595872,706,Kolkata,Business
C1999,39,Female,235147,756,Pune,Business
